Task_ID,Title,Description,Assignee,Created_Date,Due_Date,Completed_Date,Status,Priority,Estimated_Hours,Actual_Hours,Project,Labels/Tags,Task_Complexity,Predicted_Priority,Delay_Risk_Score,Completion_Probability,AI_Recommendation
1069,Bug Fix,Data Analysis task for Data Analytics project.,Charlie,04/07/2024,24/07/2024,24/07/2024,Completed,High,14,16,Automation Bot,database,Medium,Medium,0.5,0.5,Automate repetitive sub-tasks
1070,UI Design,Testing task for Data Analytics project.,Ethan,10/10/2024,19/10/2024,19/10/2024,Completed,Medium,7,6,Data Analytics,ML,Low,Low,0.56,0.44,Review task dependencies
1071,Backend API,Testing task for Productivity Suite project.,Bob,13/03/2024,24/03/2024,24/03/2024,Completed,Low,10,10,Smart Workflow,database,High,Medium,0.22,0.78,Reassign to experienced member
1072,Data Analysis,UI Design task for Productivity Suite project.,Hannah,28/06/2024,23/07/2024,23/07/2024,Completed,High,16,21,AI Task Manager,testing,High,Low,0.45,0.55,Reassign to experienced member
1073,Testing,UI Design task for Data Analytics project.,Diana,12/09/2024,26/09/2024,,To Do,Low,2,0,Smart Workflow,frontend,Low,Medium,0.75,0.25,Review task dependencies
1074,User Feedback Integration,Backend API task for Data Analytics project.,Hannah,08/05/2024,21/05/2024,21/05/2024,Completed,Medium,16,15,Data Analytics,AI,High,Critical,0.37,0.63,Review task dependencies
1075,Backend API,Documentation task for Data Analytics project.,Fiona,25/01/2024,30/01/2024,30/01/2024,Completed,High,4,9,Automation Bot,integration,Medium,Critical,0.82,0.18,Review task dependencies
1076,Documentation,Bug Fix task for AI Task Manager project.,Alice,13/05/2024,16/05/2024,16/05/2024,Completed,High,4,9,Data Analytics,AI,Medium,Critical,0.01,0.99,Review task dependencies
1077,Bug Fix,UI Design task for Productivity Suite project.,George,20/06/2024,12/07/2024,12/07/2024,Completed,Critical,19,24,Smart Workflow,AI,High,Medium,0.21,0.79,Reassign to experienced member
1078,Documentation,Model Training task for Smart Workflow project.,George,25/06/2024,01/07/2024,01/07/2024,Completed,High,15,15,Automation Bot,ML,Medium,Critical,0.78,0.22,Maintain current workflow efficiency
1079,Data Analysis,Bug Fix task for Smart Workflow project.,Ethan,24/05/2024,17/06/2024,17/06/2024,Completed,Medium,12,13,Automation Bot,database,High,Low,0.61,0.39,Automate repetitive sub-tasks
1080,Bug Fix,Bug Fix task for AI Task Manager project.,Bob,02/02/2024,19/02/2024,19/02/2024,Completed,High,7,9,Productivity Suite,database,Low,Medium,0.21,0.79,Reassign to experienced member
1081,Testing,Testing task for Automation Bot project.,Bob,06/04/2024,11/04/2024,,On Hold,Low,11,13,AI Task Manager,frontend,Medium,High,0.14,0.86,Automate repetitive sub-tasks
1082,Data Analysis,Testing task for Smart Workflow project.,Fiona,09/02/2024,01/03/2024,01/03/2024,Completed,Medium,20,25,Data Analytics,backend,High,High,0.19,0.81,Increase resources for faster completion
1083,Model Training,Testing task for Automation Bot project.,Bob,19/09/2024,13/10/2024,,In Progress,Critical,12,10,Automation Bot,testing,Medium,Medium,0.45,0.55,Automate repetitive sub-tasks
1084,Model Training,Backend API task for Data Analytics project.,Bob,19/04/2024,04/05/2024,,In Progress,Medium,2,2,AI Task Manager,frontend,High,High,0.11,0.89,Reassign to experienced member
1085,Data Analysis,User Feedback Integration task for Automation Bot project.,Fiona,04/09/2024,07/09/2024,07/09/2024,Completed,Critical,5,10,AI Task Manager,testing,High,Critical,0.75,0.25,Automate repetitive sub-tasks
1086,Data Analysis,Backend API task for AI Task Manager project.,Hannah,17/06/2024,09/07/2024,09/07/2024,Completed,Low,20,25,Productivity Suite,frontend,Medium,Medium,0.64,0.36,Automate repetitive sub-tasks
1087,Bug Fix,UI Design task for Productivity Suite project.,Diana,19/10/2024,31/10/2024,31/10/2024,Completed,Medium,11,14,Automation Bot,NLP,Medium,Medium,0.33,0.67,Increase resources for faster completion
1088,Bug Fix,UI Design task for Data Analytics project.,Bob,26/12/2024,16/01/2025,16/01/2025,Completed,High,18,18,Productivity Suite,database,Low,High,0.38,0.62,Maintain current workflow efficiency
1089,User Feedback Integration,Bug Fix task for Automation Bot project.,Bob,11/09/2024,23/09/2024,,On Hold,High,15,14,Automation Bot,database,Low,Critical,0.79,0.21,Increase resources for faster completion
1090,Documentation,Data Analysis task for Automation Bot project.,Hannah,18/11/2024,07/12/2024,07/12/2024,Completed,Critical,6,8,AI Task Manager,AI,Low,Critical,0.46,0.54,Increase resources for faster completion
1091,Model Training,Testing task for Data Analytics project.,Bob,07/05/2024,25/05/2024,25/05/2024,Completed,Medium,9,9,Automation Bot,testing,High,High,0.88,0.12,Automate repetitive sub-tasks
1092,UI Design,UI Design task for Smart Workflow project.,George,28/05/2024,04/06/2024,04/06/2024,Completed,High,19,20,AI Task Manager,backend,Low,Medium,0.84,0.16,Automate repetitive sub-tasks
1093,UI Design,Backend API task for Productivity Suite project.,Diana,25/06/2024,29/06/2024,29/06/2024,Completed,Low,8,9,Automation Bot,database,Low,Medium,0.69,0.31,Review task dependencies
1094,Documentation,Model Training task for Automation Bot project.,George,03/11/2024,26/11/2024,26/11/2024,Completed,Medium,18,21,Smart Workflow,ML,Low,High,0.74,0.26,Automate repetitive sub-tasks
1095,User Feedback Integration,Model Training task for Data Analytics project.,George,18/06/2024,26/06/2024,26/06/2024,Completed,Low,15,20,Productivity Suite,testing,Low,Low,0.79,0.21,Increase resources for faster completion
1096,Bug Fix,Bug Fix task for AI Task Manager project.,Bob,03/03/2024,22/03/2024,22/03/2024,Completed,High,11,10,Productivity Suite,frontend,Low,Low,0.02,0.98,Automate repetitive sub-tasks
1097,Documentation,UI Design task for AI Task Manager project.,Fiona,12/04/2024,26/04/2024,,On Hold,High,3,8,Data Analytics,backend,High,Medium,0.19,0.81,Reassign to experienced member
1098,User Feedback Integration,Model Training task for Productivity Suite project.,Charlie,18/06/2024,26/06/2024,26/06/2024,Completed,Medium,12,15,Smart Workflow,testing,Low,Critical,0.2,0.8,Maintain current workflow efficiency
1099,User Feedback Integration,Bug Fix task for AI Task Manager project.,Diana,05/04/2024,18/04/2024,18/04/2024,Completed,Medium,10,10,Productivity Suite,NLP,High,Medium,0.45,0.55,Maintain current workflow efficiency
1100,Model Training,Documentation task for AI Task Manager project.,Charlie,26/08/2024,29/08/2024,29/08/2024,Completed,Critical,5,4,Automation Bot,AI,Low,Critical,0.45,0.55,Increase resources for faster completion
1101,Documentation,Testing task for Data Analytics project.,Ethan,25/10/2024,17/11/2024,17/11/2024,Completed,Critical,12,14,AI Task Manager,integration,Low,Critical,0.69,0.31,Review task dependencies
1102,Model Training,User Feedback Integration task for Smart Workflow project.,Fiona,03/05/2024,08/05/2024,08/05/2024,Completed,High,10,9,Smart Workflow,ML,Low,Critical,0.13,0.87,Reassign to experienced member
1103,UI Design,Data Analysis task for Data Analytics project.,George,19/01/2024,12/02/2024,12/02/2024,Completed,High,19,24,Data Analytics,NLP,Low,Critical,0.99,0.01,Reassign to experienced member
1104,Documentation,Backend API task for AI Task Manager project.,George,18/09/2024,02/10/2024,02/10/2024,Completed,High,15,16,Data Analytics,database,Low,Critical,0.24,0.76,Increase resources for faster completion
1105,Testing,Bug Fix task for Smart Workflow project.,George,21/03/2024,29/03/2024,29/03/2024,Completed,Medium,20,22,Smart Workflow,NLP,High,Critical,0.93,0.07,Reassign to experienced member
1106,UI Design,User Feedback Integration task for AI Task Manager project.,George,24/06/2024,04/07/2024,,In Progress,Medium,5,9,Smart Workflow,integration,High,High,0.33,0.67,Automate repetitive sub-tasks
1107,Model Training,Documentation task for Productivity Suite project.,Ethan,09/04/2024,15/04/2024,15/04/2024,Completed,High,7,10,Productivity Suite,testing,High,Medium,1,0,Increase resources for faster completion
1108,Data Analysis,Documentation task for Automation Bot project.,Alice,28/01/2024,11/02/2024,11/02/2024,Completed,Low,12,10,AI Task Manager,backend,Low,High,0.21,0.79,Review task dependencies
1109,Testing,Backend API task for Automation Bot project.,Ethan,21/07/2024,10/08/2024,10/08/2024,Completed,Medium,17,17,AI Task Manager,frontend,High,Critical,0.38,0.62,Automate repetitive sub-tasks
1110,Backend API,Data Analysis task for Data Analytics project.,George,01/06/2024,17/06/2024,17/06/2024,Completed,Medium,17,18,Automation Bot,ML,Medium,Critical,0.25,0.75,Review task dependencies
1111,Data Analysis,User Feedback Integration task for Productivity Suite project.,Hannah,19/09/2024,30/09/2024,30/09/2024,Completed,Low,2,4,Automation Bot,AI,Medium,Low,0.04,0.96,Reassign to experienced member
1112,Data Analysis,Data Analysis task for Automation Bot project.,Bob,04/02/2024,23/02/2024,23/02/2024,Completed,Medium,16,21,Data Analytics,frontend,Low,High,0.23,0.77,Increase resources for faster completion
1113,Data Analysis,Backend API task for AI Task Manager project.,George,21/03/2024,29/03/2024,29/03/2024,Completed,Low,6,9,Smart Workflow,AI,Medium,Low,0.43,0.57,Review task dependencies
1114,Backend API,UI Design task for Smart Workflow project.,Hannah,03/08/2024,06/08/2024,06/08/2024,Completed,Critical,7,6,Automation Bot,frontend,Low,Critical,0.98,0.02,Review task dependencies
1115,Backend API,Model Training task for Productivity Suite project.,Diana,07/10/2024,12/10/2024,,In Progress,Low,9,8,Smart Workflow,NLP,Low,Low,0,1,Reassign to experienced member
1116,Documentation,Model Training task for Automation Bot project.,Ethan,18/04/2024,04/05/2024,04/05/2024,Completed,Medium,11,12,Smart Workflow,ML,Medium,High,0.81,0.19,Reassign to experienced member
1117,User Feedback Integration,Testing task for Automation Bot project.,Diana,07/06/2024,26/06/2024,,Completed,Critical,8,12,Data Analytics,AI,Medium,Medium,0,1,Increase resources for faster completion
1118,Backend API,Data Analysis task for Automation Bot project.,Ethan,18/07/2024,03/08/2024,03/08/2024,Completed,Low,11,9,Data Analytics,database,Low,Low,0.56,0.44,Increase resources for faster completion
1119,UI Design,Bug Fix task for Smart Workflow project.,Diana,17/12/2024,08/01/2025,08/01/2025,Completed,Low,12,11,Automation Bot,integration,High,High,0.69,0.31,Review task dependencies
1120,Testing,UI Design task for Productivity Suite project.,Bob,06/09/2024,11/09/2024,,In Progress,High,16,19,Data Analytics,testing,Low,Critical,0.15,0.85,Review task dependencies
1121,Bug Fix,Documentation task for AI Task Manager project.,Fiona,06/10/2024,25/10/2024,,To Do,Critical,20,21,Data Analytics,integration,Low,Medium,0.24,0.76,Automate repetitive sub-tasks
1122,UI Design,Data Analysis task for Automation Bot project.,Fiona,16/06/2024,01/07/2024,01/07/2024,Completed,High,18,22,Smart Workflow,testing,Low,Critical,0.77,0.23,Review task dependencies
1123,User Feedback Integration,Backend API task for Automation Bot project.,Fiona,12/03/2024,05/04/2024,,On Hold,Critical,8,6,Productivity Suite,database,Medium,Critical,0.69,0.31,Increase resources for faster completion
1124,Bug Fix,Backend API task for Data Analytics project.,Bob,11/11/2024,27/11/2024,27/11/2024,Completed,Low,10,15,AI Task Manager,backend,High,High,0.24,0.76,Reassign to experienced member
1125,UI Design,Documentation task for Data Analytics project.,Diana,09/11/2024,13/11/2024,13/11/2024,Completed,Critical,16,19,Productivity Suite,AI,Low,High,0.45,0.55,Review task dependencies
1126,Data Analysis,User Feedback Integration task for Productivity Suite project.,Ethan,12/11/2024,23/11/2024,,To Do,Low,3,6,Productivity Suite,ML,High,Low,0.24,0.76,Review task dependencies
1127,Testing,UI Design task for Data Analytics project.,Fiona,24/09/2024,28/09/2024,28/09/2024,Completed,Low,14,12,Productivity Suite,AI,Low,Medium,0.73,0.27,Automate repetitive sub-tasks
1128,UI Design,Backend API task for AI Task Manager project.,Ethan,24/05/2024,07/06/2024,07/06/2024,Completed,Medium,16,18,Automation Bot,database,Low,Medium,0.39,0.61,Review task dependencies
1129,UI Design,UI Design task for Smart Workflow project.,Alice,12/11/2024,22/11/2024,22/11/2024,Completed,Medium,6,9,Automation Bot,integration,High,High,0.07,0.93,Review task dependencies
1130,User Feedback Integration,Bug Fix task for Automation Bot project.,Hannah,23/01/2024,10/02/2024,,To Do,High,4,4,Automation Bot,integration,Low,Critical,0.67,0.33,Review task dependencies
1131,UI Design,Bug Fix task for Data Analytics project.,Charlie,26/09/2024,29/09/2024,,In Progress,Low,13,15,Data Analytics,testing,High,Medium,0.78,0.22,Increase resources for faster completion
1132,Bug Fix,User Feedback Integration task for Data Analytics project.,Charlie,16/04/2024,29/04/2024,29/04/2024,Completed,Medium,18,20,Data Analytics,NLP,Low,Critical,0.53,0.47,Maintain current workflow efficiency
1133,Backend API,User Feedback Integration task for Smart Workflow project.,Charlie,12/09/2024,05/10/2024,,On Hold,Medium,6,5,Smart Workflow,backend,Low,Low,0.61,0.39,Increase resources for faster completion
1134,Bug Fix,Documentation task for Smart Workflow project.,Fiona,06/02/2024,29/02/2024,,In Progress,Medium,17,21,Smart Workflow,database,Low,Medium,0.35,0.65,Review task dependencies
1135,Data Analysis,Backend API task for Automation Bot project.,George,24/02/2024,12/03/2024,12/03/2024,Completed,High,6,7,Productivity Suite,AI,High,High,0.01,0.99,Automate repetitive sub-tasks
1136,Bug Fix,Data Analysis task for Data Analytics project.,Bob,14/01/2024,01/02/2024,,In Progress,Low,3,6,Data Analytics,backend,Low,High,0.73,0.27,Review task dependencies
1137,Data Analysis,Backend API task for Automation Bot project.,George,10/06/2024,04/07/2024,04/07/2024,Completed,Critical,10,10,Smart Workflow,database,High,Low,0.14,0.86,Automate repetitive sub-tasks
1138,User Feedback Integration,Backend API task for Automation Bot project.,Charlie,12/05/2024,25/05/2024,,Completed,Medium,10,15,Automation Bot,integration,High,High,0.28,0.72,Maintain current workflow efficiency
1139,Bug Fix,Bug Fix task for Smart Workflow project.,Hannah,07/02/2024,23/02/2024,23/02/2024,Completed,High,18,16,AI Task Manager,frontend,Medium,High,0.93,0.07,Maintain current workflow efficiency
1140,Bug Fix,Model Training task for Smart Workflow project.,Charlie,08/11/2024,20/11/2024,20/11/2024,Completed,Critical,4,7,Data Analytics,database,Medium,Medium,0.28,0.72,Review task dependencies
1141,User Feedback Integration,User Feedback Integration task for AI Task Manager project.,Charlie,13/08/2024,16/08/2024,,On Hold,Critical,13,13,Smart Workflow,AI,Medium,High,0.63,0.37,Reassign to experienced member
1142,Data Analysis,Documentation task for Smart Workflow project.,Diana,18/11/2024,27/11/2024,27/11/2024,Completed,Low,20,21,Smart Workflow,integration,Low,Low,0.56,0.44,Increase resources for faster completion
1143,Model Training,Model Training task for Smart Workflow project.,Alice,06/07/2024,13/07/2024,,To Do,Low,5,9,Smart Workflow,NLP,Low,Critical,0.27,0.73,Increase resources for faster completion
1144,Testing,Data Analysis task for AI Task Manager project.,Charlie,25/01/2024,28/01/2024,28/01/2024,Completed,Low,14,15,Productivity Suite,testing,Medium,Low,0.27,0.73,Automate repetitive sub-tasks
1145,Documentation,User Feedback Integration task for Productivity Suite project.,Alice,26/12/2024,04/01/2025,04/01/2025,Completed,Low,12,15,Automation Bot,NLP,High,Critical,0.95,0.05,Reassign to experienced member
1146,Backend API,Data Analysis task for Data Analytics project.,George,26/12/2024,17/01/2025,17/01/2025,Completed,Critical,15,15,Automation Bot,ML,High,High,0.84,0.16,Review task dependencies
1147,Testing,User Feedback Integration task for Automation Bot project.,Fiona,11/08/2024,31/08/2024,,To Do,Low,2,6,Data Analytics,testing,Medium,Low,0.76,0.24,Maintain current workflow efficiency
1148,Documentation,Documentation task for Data Analytics project.,Alice,12/02/2024,19/02/2024,,In Progress,High,2,4,Productivity Suite,frontend,Medium,Critical,0.66,0.34,Maintain current workflow efficiency
1149,User Feedback Integration,Model Training task for Data Analytics project.,George,13/06/2024,05/07/2024,05/07/2024,Completed,Critical,8,13,Automation Bot,ML,Low,Critical,0.04,0.96,Review task dependencies
